brand,creative_id,ocr_text,char_len
bigbasket,2020444428866871_0,bigbasket TATA enicrpm{( WE' RE HIRING! Want to work & study? Get a job with education benefits Be alblrider! 080-45219999,122
bigbasket,2026318617963158_0,bigbasket TATA enicrpm{( WE' RE HIRING! Want Pay + Bonus? Get a job with additional incentives Be alb rider! 080-45219999,121
bigbasket,2028122287738155_0,"bigbasket TATA enicrpm{( WE'RE HIRING! Want job security, benefits & bonus? Get a career on wheels Be a b rider! 080-4521 9999",126
bigbasket,2037148370202496_0,bigbasket TATA enicrpm{( WE' RE HIRING! Want Pay + Bonus? Get a job with additional incentives Be alb rider! 080-45219999,121
bigbasket,2072849969982780_0,,0
bigbasket,2113779839352075_0,"bigbasket ATATA Enicrpn o WE' RE HIRING! Earn up to r50,000/ Join India's Largest Online Supermarket Be ab riderl 080-4521 9999",127
bigbasket,2178195709740598_0,"BJbigbasket Kaniemlra Everything youneed, deliverednow: Fresh [ Fruits and Get Vegetables at ?10* Eehcedieter S0OTEC5",117
bigbasket,2184149775677710_0,bigbasket TATA enicrpm{( WE' RE HIRING! Want Pay + Bonus? Get a job with additional incentives Be alb rider! 080-45219999,121
bigbasket,2207658363370599_0,"84 bigbasket A TATA Enterprise 7a4*r38 TTaTTR1 8 ffald& 4T&R & ark &f8 w Hfe-T ? 50,000/- T3 341G 77U #3864 ~r 3aRda 4144 T HRcha JIR 710 firuarh 29 Iv & -d, 714 Mr Tirai 314dh 3r 31rd uRrar #Fq3y fiatt JIF ckitt Gnt ris3r *7! 080-4521 9999 4r dat &",249
bigbasket,2222979981802134_0,bigbasket ATATA Enicrpn o WE'RE HIRING! Get a job with insurance benefits Secure your family's futurel Be a/b rider! 080-4521 9999,130
bigbasket,2377758436379926_0,bigbasket TATA enicrpm{( WE' RE HIRING! Want to work & study? Get a job with education benefits Be alblrider! 080-45219999,122
bigbasket,2380610259075281_0,bigbasket TATA enicrpm{( WE' RE HIRING! Want Pay + Bonus? Get a job with additional incentives Be alb rider! 080-45219999,121
bigbasket,2391278821383467_0,bigbasket TATA enicrpm{( WE' RE HIRING! Want to work & study? Get a job with education benefits Be alblrider! 080-45219999,122
bigbasket,2392011551307340_0,bigbasket ATATA Enicrpn o WE'RE HIRING! Get a job with insurance benefits Secure your family's futurel Be a/b rider! 080-4521 9999,130
bigbasket,2505396439928180_0,bigbasket TATA enicrpm{( WE' RE HIRING! Want Pay + Bonus? Get a job with additional incentives Be alb rider! 080-45219999,121
bigbasket,25692263937120209_0,bigbasket TATA enicrpm{( WE' RE HIRING! Want Pay + Bonus? Get a job with additional incentives Be alb rider! 080-45219999,121
bigbasket,26151464351201358_0,bigbasket ATATA Enicrpn o WE'RE HIRING! Get a job with insurance benefits Secure your family's futurel Be a/b rider! 080-4521 9999,130
bigbasket,26462910046729630_0,bigbasket ATATA Enicrpn o WE'RE HIRING! Get a job with insurance benefits Secure your family's futurel Be a/b rider! 080-4521 9999,130
bigbasket,26485384741091742_0,"bigbasket TATA enicrpm{( WE'RE HIRING! Want job security, benefits & bonus? Get a career on wheels Be a b rider! 080-4521 9999",126
bigbasket,26573395542360825_0,"bigbasket ATATA Enicrpn o WE' RE HIRING! Earn up to r50,000/ Join India's Largest Online Supermarket Be ab riderl 080-4521 9999",127
bigbasket,26668102166151308_0,bigbasket ATATA Enicrpn o WE'RE HIRING! Get a job with insurance benefits Secure your family's futurel Be a/b rider! 080-4521 9999,130
bigbasket,27303000955973645_0,"bigbasket TATA enicrpm{( WE'RE HIRING! Want job security, benefits & bonus? Get a career on wheels Be a b rider! 080-4521 9999",126
bigbasket,2868076980192812_0,"bigbasket ATATA Enicrpn o WE' RE HIRING! Earn up to r50,000/ Join India's Largest Online Supermarket Be ab riderl 080-4521 9999",127
bigbasket,2919162061622027_0,"bigbasket TATA enicrpm{( WE'RE HIRING! Want job security, benefits & bonus? Get a career on wheels Be a b rider! 080-4521 9999",126
bigbasket,3056084511250587_0,bigbasket TATA enicrpm{( WE' RE HIRING! Want to work & study? Get a job with education benefits Be alblrider! 080-45219999,122
bigbasket,3330954863749217_0,bigbasket TATA enicrpm{( WE' RE HIRING! Want to work & study? Get a job with education benefits Be alblrider! 080-45219999,122
bigbasket,3513659408783573_0,"bigbasket ATATA Enicrpn o WE' RE HIRING! Earn up to r50,000/ Join India's Largest Online Supermarket Be ab riderl 080-4521 9999",127
bigbasket,3559614857526570_0,bigbasket TATA enicrpm{( WE' RE HIRING! Want to work & study? Get a job with education benefits Be alblrider! 080-45219999,122
bigbasket,3932763590191269_0,bigbasket TATA enicrpm{( WE' RE HIRING! Want to work & study? Get a job with education benefits Be alblrider! 080-45219999,122
bigbasket,4096094097357644_0,bigbasket TATA enicrpm{( WE' RE HIRING! Want to work & study? Get a job with education benefits Be alblrider! 080-45219999,122
bigbasket,4454385038126581_0,"bigbasket TATA enicrpm{( WE'RE HIRING! Want job security, benefits & bonus? Get a career on wheels Be a b rider! 080-4521 9999",126
bigbasket,4471109539832495_0,"lbigbasket TaTA Entcrpfitc Everything youneed, deliverednow: Buy 1 get 1 FREE on Fresh Fruits and Veggies? ""Estimated timelines; See TSCs",137
bigbasket,4536309689915858_0,"bigbasket ATATA Enicrpn o WE' RE HIRING! Earn up to r50,000/ Join India's Largest Online Supermarket Be ab riderl 080-4521 9999",127
bigbasket,776713098743802_0,bigbasket TATA enicrpm{( WE' RE HIRING! Want to work & study? Get a job with education benefits Be alblrider! 080-45219999,122
bigbasket,783011888099630_0,bigbasket ATATA Enicrpn o WE'RE HIRING! Get a job with insurance benefits Secure your family's futurel Be a/b rider! 080-4521 9999,130
bigbasket,816335571269778_0,"bigbasket ATATA Enicrpn o WE' RE HIRING! Earn up to r50,000/ Join India's Largest Online Supermarket Be ab riderl 080-4521 9999",127
bigbasket,820788273622233_0,"bigbasket ATATA Enicrpn o WE' RE HIRING! Earn up to r50,000/ Join India's Largest Online Supermarket Be ab riderl 080-4521 9999",127
bigbasket,828590263248593_0,bigbasket TATA enicrpm{( WE' RE HIRING! Want to work & study? Get a job with education benefits Be alblrider! 080-45219999,122
bigbasket,842486798407149_0,bigbasket TATA enicrpm{( WE' RE HIRING! Want to work & study? Get a job with education benefits Be alblrider! 080-45219999,122
bigbasket,859802879815103_0,"bigbasket ATATA Enicrpn o WE' RE HIRING! Earn up to r50,000/ Join India's Largest Online Supermarket Be ab riderl 080-4521 9999",127
bigbasket,906444552165088_0,bigbasket ATATA Enicrpn o WE'RE HIRING! Get a job with insurance benefits Secure your family's futurel Be a/b rider! 080-4521 9999,130
bigbasket,933794185639517_0,MAXI @cee 2 ~ g 6 3 Pc,22
bigbasket,941822551999582_0,bigbasket TATA enicrpm{( WE' RE HIRING! Want Pay + Bonus? Get a job with additional incentives Be alb rider! 080-45219999,121
bigbasket,943113441898865_0,"bigbasket TATA enicrpm{( WE'RE HIRING! Want job security, benefits & bonus? Get a career on wheels Be a b rider! 080-4521 9999",126
bigbasket,947733411602374_0,"bigbasket ATATA Enicrpn o WE' RE HIRING! Earn up to r50,000/ Join India's Largest Online Supermarket Be ab riderl 080-4521 9999",127
bigbasket,949112164299233_0,bigbasket TATA enicrpm{( WE' RE HIRING! Want Pay + Bonus? Get a job with additional incentives Be alb rider! 080-45219999,121
bigbasket,954375570956259_0,"bigbasket ATATA Enicrpn o WE' RE HIRING! Earn up to r50,000/ Join India's Largest Online Supermarket Be ab riderl 080-4521 9999",127
bigbasket,955423957393349_0,"bigbasket TATA enicrpm{( WE'RE HIRING! Want job security, benefits & bonus? Get a career on wheels Be a b rider! 080-4521 9999",126
bigbasket,957568810227392_0,"bigbasket ATATA Enicrpn o WE' RE HIRING! Earn up to r50,000/ Join India's Largest Online Supermarket Be ab riderl 080-4521 9999",127
bigbasket,958026540567994_0,bigbasket ATATA Enicrpn o WE'RE HIRING! Get a job with insurance benefits Secure your family's futurel Be a/b rider! 080-4521 9999,130
bigbasket,960107829971130_0,"bigbasket ATATA Enicrpn o WE' RE HIRING! Earn up to r50,000/ Join India's Largest Online Supermarket Be ab riderl 080-4521 9999",127
bigbasket,961881609810512_0,bigbasket TATA enicrpm{( WE' RE HIRING! Want Pay + Bonus? Get a job with additional incentives Be alb rider! 080-45219999,121
bigbasket,962340543010155_0,bigbasket TATA enicrpm{( WE' RE HIRING! Want to work & study? Get a job with education benefits Be alblrider! 080-45219999,122
bigbasket,965947669528944_0,bigbasket TATA enicrpm{( WE' RE HIRING! Want to work & study? Get a job with education benefits Be alblrider! 080-45219999,122
bigbasket,969927379079928_0,bigbasket ATATA Enicrpn o WE'RE HIRING! Get a job with insurance benefits Secure your family's futurel Be a/b rider! 080-4521 9999,130
bigbasket,971905452114048_0,"bigbasket TATA enicrpm{( WE'RE HIRING! Want job security, benefits & bonus? Get a career on wheels Be a b rider! 080-4521 9999",126
bigbasket,973612665184177_0,,0
bigbasket,978619371696893_0,bigbasket TATA enicrpm{( WE' RE HIRING! Want Pay + Bonus? Get a job with additional incentives Be alb rider! 080-45219999,121
bigbasket,982064757912349_0,bigbasket TATA enicrpm{( WE' RE HIRING! Want to work & study? Get a job with education benefits Be alblrider! 080-45219999,122
bigbasket,982754254110375_0,"bigbasket TATA enicrpm{( WE'RE HIRING! Want job security, benefits & bonus? Get a career on wheels Be a b rider! 080-4521 9999",126
bigbasket,983013120784255_0,bigbasket TATA enicrpm{( WE' RE HIRING! Want Pay + Bonus? Get a job with additional incentives Be alb rider! 080-45219999,121
bigbasket,990209947209187_0,bigbasket TATA enicrpm{( WE' RE HIRING! Want Pay + Bonus? Get a job with additional incentives Be alb rider! 080-45219999,121
bigbasket,993048626559362_0,bigbasket TATA enicrpm{( WE' RE HIRING! Want Pay + Bonus? Get a job with additional incentives Be alb rider! 080-45219999,121
bigbasket,999980835980952_0,"bigbasket TATA enicrpm{( WE'RE HIRING! Want job security, benefits & bonus? Get a career on wheels Be a b rider! 080-4521 9999",126
blinkit,1001090398952500_0,popor boat Na 1a,16
blinkit,1001263449159329_0,"BELLA VITA LUXU R Y Jvtual ""a Muoia KLUB OUD CEO GOAt",53
blinkit,1001920428890543_0,FLAFOUR Havmor ICE CREAM RED VELVET HEARTBEAT CAKE-ICE CREAM EGGLESS CAKE Dd,76
blinkit,1024790760013114_0,LAKME THE ORIGINAL COLLECTION FOREVERMATTE FOUNDATION,53
blinkit,1025122450495008_0,Haldirams SALTED PEANUTS ORIGINAL Lual-luly Cn Enamnea,54
blinkit,1025931070421593_0,26 Dkodkodk blinkit MATCHING RAKHI FOR BHAIYA & BHABHI delivered at your doorstep DhAmtt PAat Gl FLAT <50 OFF on your first order z00+,134
blinkit,1031480539365247_0,INFINO CD CHOCO HAZELNUT MARVEL,31
blinkit,1035572526089998_0,CLEAN UP SAVE UP CLEAN UP SAVE UP AN UP SAVE UP UPto 30% OFF blinkit on detergents and more SAVEBIO TEEREND 180 2573 Surf excel @mfort MIC {339 ee Oulennennalnn neshe Get delivery at your doorstep,196
blinkit,1036590585646361_0,blinkit Rakhi Specials BEAUTY GIFT SETS for your sister DELIVERED YoUR DooRSTEP Hd#CD Wey Cmuica Away Irom your sister? Send her qilt with Blinkit,146
blinkit,1042392708556593_0,Bhaiya aur blinkit aat Minulu App Bhabhi Rakhi delivered at your doorstep FLAT <50 OFF on your first order z08;,111
blinkit,1046493961299113_0,Kitchens of inDia GOURMET DELIGHT & (oel CHICKEN DARBARI LruhinImurrCkuACML UudnkHri Gharana NOADDED PRE SERVATIVES Artont Poucht,129
blinkit,1048182001288548_0,999(6 096092(6092 ( 092((0996 092k 0 akk Authentic Swarovski CRYSTALS 8AKHI Rab MaKes @ TSTATEMENT delivered at your doorstep blinkit India ; Last Hinuto Apc,157
blinkit,1048977564715738_0,blinkit India Last Minute App Fun and learning start at 849 Get toys and kids' books at your doorstep 42i0*4€ ALPHABET [ NUMBERS colols Babys Firsa 1 1 d8 Contrast  Bks 8 L FREE DELIVERY on first 10 orders,205
blinkit,1051488604089303_0,"BR BASKIN - ROBBINS"" DUTCH CHOCOLATE Temotna] Caor IcE CrEam [ecnmeehe Dutingt Hint of Cocoa Erou 100 m",103
blinkit,1056878606921255_0,"blinkit dsenM APp FLAT {50 OFF ON YOUR FIRST ORDER FREE DELIVERY ON FIRST 10 ORDERS 30,000+ products delivered at your doorstep",127
blinkit,1057566610160039_0,blinkit QOCCO CEAM Getaamch Mango iecream Delivered at your doorstep Jatt anroo orico Grernt Tuanan nttu Ebn Hlro FLAT <50 OFF ON YOUR FIRST ORDER aamchi `,155
blinkit,1064076202748258_0,"blinkit Indla $ Last Minute App FOR YOUR 10/10 COOKING 125 1 7 TaTA Satb Get oil, masala more delivered at your door",116
blinkit,1066636842470707_0,Necklaces and blinkit Bracelets Rakhi Specials delivered at your doorstep WYRFATH PFNDANT ZRCOMFERNS @RACDm GIVA Away Irom your sister? Send her gifts with Blinkit z00+,168
blinkit,1068478495860662_0,SWEETS blinkit nde 5 Lasttnute App FOR RAKHI delivered at your doorstep Gits ShN Moichuutr Tae 30mt cite5 Away from home this Rakhi? Send sweets with Blinkit,157
blinkit,1075492545158097_0,Choose from 30+ designs of Lumba Rakhi Get delivery at your doorstep blinkit UInda > Hinule ApD,95
blinkit,1250423401481771_0,Kwality Wwalls 2 SANDWICH ~CHOCOLAEE uma,40
blinkit,1262944112686376_0,"blinkit India Last Minute App Your WeLcOME BONUS FLAT E50 OFF ON Your FirST OrDER FREE DELIVERY ON FIRST 10 ORDERS 30,00O+ products delivered at your doorstep",158
blinkit,1284372839810159_0,blinkit India' Last Minute APP AASHIRVAAD SELECT Indue 100% MP SHARBATI ATTA Szoy Sofa Te Lora,94
blinkit,1295786825700111_0,blinkit India' Last Minute APP 2-6 Years Nutrimix 7 615 25,58
blinkit,1313935907363311_0,Atphonsa Wlandu ICE CREAM tnamnuty`,35
blinkit,1324753046085412_0,Purr-FECT For Your Furry FRIEND blinkit Buy3 Goudidboesvent CET 1FREE on pet treats; toys accessories Creany & Test | Sheba e3~0 Colurts0 uenguro Sulcctic Sm-rt LED Men ClTD- orools Also get FREE Drools Chicken Mousse Wet Cat Food ardlcrng Cul uaduct > above,258
blinkit,1333095195645472_0,T0 p / red amaranthus seeds Ugaoo,33
blinkit,1335962955086732_0,No PALM A OIL WHEAT LACHHA PARATHA Auna Aoc Udaenat Laudti Camoo hust IoU Gonod FREENINHANTES Foeo5 Karoicnts ZERO MAIDA id efrigerated HEEF,140
blinkit,1337461655124500_0,Choose from 30+ designs of Lumba Rakhi Get delivery at your doorstep blinkit UInda > Hinule ApD,95
blinkit,1344629630691471_0,"blinkit n MiOaDd Rakhigiftsforyour sister DELIVERED At YouR DooRStEP AcHT DIYI AeooeAnar nnch PtruPS HAR BRUSH STAETHTTENER TSterea3 InsTANT CAMERA Hnlual rFi _ini EdiotcIOp rtna instax"" PHILIPS noise",200
blinkit,1352721796462586_0,"Unite the bhai squad? KIDS"" RAKHI STARTING AT <99 Get delivery at your doorstep blinkit India Hinuc App Away from bro? Send him _ Rakhi with Blinkit 300 Enten] [44h4 (et4d Lallelathnlebetenl",190
blinkit,1357629213196164_0,blinkit Leave him spell _ bound ORDER HARRY POTTER RAKHI Starting at <49 e Get delivery at your doorstep,104
blinkit,1363724365897137_0,blinkit India $ Last Minute App dhizI HIz 315 2127431i52 FATR50 OFF ON Vour FirST ORDER Amul ma 8078 Get dairy products delivered at your doorstepl FREE DELIVERY on all orders COD available,189
blinkit,1364063109241552_0,blinkit Leave him spell _ bound ORDER HARRY POTTER RAKHI Starting at <49 e Get delivery at your doorstep,104
blinkit,1366929754869301_0,Perfume giftsets for the best sister delivered at your doorstep blinkit Rakhi Specials Dlnien Away from your sister? Send her gifts with Blinkit z00+,149
blinkit,1368560211393920_0,Plantable Rakhi delivered at your doorstep blinkit PHO,54
blinkit,1371524720975766_0,SIGNATURE 8udio| PRALINES BROWNIE AUX NOIX creations AY @adbwry,63
blinkit,1388607223192206_0,Farmley QUINOA SEEDS,20
blinkit,1400747372154590_0,,0
blinkit,1403237885158818_0,[ gianis Sinconddo 5,20
blinkit,1411717680926069_0,Nachos & Salsa Dip CORNITOS SMALL PACK PUFFS +FREE CRUSTIES CORNITOS CORNITOS CoRoCrios Nacho Crisps Nacho Crisps Nacho CHEESE STHR PERIPERL,140
blinkit,1414432423922561_0,E22 etl 22 auS Rnri Icrotm,26
blinkit,1487144130110489_0,"blinkit India $ Last Hinute App {50 OFF See} &238 Yolr f$ S6 63860e5800j0? Get instant noodles delivered at your doorstep MMM WAIWai Readoaest ~iFAecl ""Pirta Ma9bi 233",167
blinkit,1487227089086845_0,CHILLAAA CHILLAAA KEEEE SABKO ICE CREAM KHILA DO SCREAM FOR ICE-CREAM IS BACK ON THE BLINKIT APP BLLLLIINNNNKITTT INDIA'S LAST MINUTE APP,137
blinkit,1487642799739035_0,Auspicious blinkit Minule AFP Rudraksha Rakhi delivered at your doorstep 300+ citie5 FLAT *50 OFF on your first order,117
blinkit,1493914556110846_0,The best of blinkit Traditional Rakhi Get delivery at Starting at <59 your doorstep,83
blinkit,1511822547364064_0,Plantable Rakhi delivered at your doorstep blinkit PHO,54
blinkit,1515993089725570_0,"HHY P Hen HYphen 8 : 4: 1 U { W W "" 1 3 atcor Vtamo@i LinodgaGi- Scudicneau 0s @I",81
blinkit,1523523705569114_0,"nic ""d85* tender coconut EUTpo",30
blinkit,1532869361841036_0,Atphonsa Wlandu ICE CREAM tnamnuty`,35
blinkit,1551074706662519_0,Scicks kseand foore' more STARTING AT 818 blinkit Wancc Aaa DUEIZ Delivered at your doorstep FROSTIN Gold],106
blinkit,1555342426039201_0,KEYA OREGANO SEASONING,22
blinkit,1563001415259288_0,"SAVE MORE SAVE MORE SIP MORE SAVE IORE blinkit BUv 1GET 1 SHVEBIC FREE TEEKENd Frooti Mango Drink (2x2 Itr) Valid till 5"" July 26I {31 PER BOTTLE 1 [ Dllcr valld tIllatock Pll Get delivery at your doorstep",205
blinkit,1572719187583744_0,Evil Eye Rakhi blinkit India's Last Minute App for = 'good luck delivered at your doorstep DFLIVFRING 300+ Away from bro? Send him a Rakhi with Blinkit cities,158
blinkit,1586246269562322_0,14 Nestle breaks Ktkad elights S Kaeon DARK MINIS,49
blinkit,1598954684916225_0,"Unite the bhai squad? KIDS"" RAKHI STARTING AT <99 Get delivery at your doorstep blinkit India Hinuc App Away from bro? Send him _ Rakhi with Blinkit 300 Enten] [44h4 (et4d Lallelathnlebetenl",190
blinkit,1608405114041109_0,Haldirams SALTED PEANUTS ORIGINAL Lual-luly Cn Enamnea,54
blinkit,1613336900149121_0,Gala SPONGE WIPE  12X Susorbent,31
blinkit,1613618590336050_0,The best of blinkit Traditional Rakhi Get delivery at Starting at <59 your doorstep,83
blinkit,1621884562691194_0,Choose from 30+ designs of Lumba Rakhi Get delivery at your doorstep blinkit UInda > Hinule ApD,95
blinkit,1627519349076568_0,HIDSRARH Choose from 90+ kids' Rakhi designs & get delivery at your doorstep blinkit LOst Minule App FLAT *50 OFF on your first order z00s,138
blinkit,1660187095078430_0,blinkit Leave him spell _ bound ORDER HARRY POTTER RAKHI Starting at <49 e Get delivery at your doorstep,104
blinkit,1682595062848044_0,Ready to surprise behen? blinkit ORDER GIVA Rakhi Specials JEWELLERY NOW Get delivery at your doorstep Away from your sister? Send her 300+ gifts with Blinkit cities GIVA,170
blinkit,1685804126173139_0,DON'T JOIN blinkit Hncla SLastcinuno THE 1% CLUB HuReeumuc HulMpcrT CHARGING ADAPTFR With CIbLF {179 5530FF FOKIKONKS CHARGING ADAPTER 3899 {249 1290FF MImULE GET CHARGERS DELIVERED AT YOUR DOORSTEP,198
blinkit,1695660574849473_0,Sweet ntieamn Colfee Lurnt Jaggery Coconut Burfi NO Mhida _ Palm 0il / Preservatives,84
blinkit,1703858237543136_0,blinkit Leave him spell _ bound ORDER HARRY POTTER RAKHI Starting at <49 e Get delivery at your doorstep,104
blinkit,1706809560657115_0,JRE SHOP MORE SAVE MORE SHOP MORE SAVEN Aashirvaad MP Sharbati Atta (5 kg) at 3414 {299 UnlidtillSth July blinkit SAVEBIO TEEREND ASHIRVAAD SELECT Save {115 Oulennennalnn neshe Get delivery at your doorstep,206
blinkit,1708025573580200_0,,0
blinkit,1712161476727026_0,The best of blinkit Traditional Rakhi Get delivery at Starting at <59 your doorstep,83
blinkit,1712592630004752_0,sunsilk SERUM SUpER SHINE Li CtJ Vitallln 0,43
blinkit,1712632269979212_0,"blinkit India Last Minute App 3234 34182! [IATR50 OFF ON YOUR FirST ORDER [undle ChPDs 309 @Xnnr 075t (BALAJI WateRS Kurkure S@LID MASTI MuuTwidiee? Tikha Mitha Mix Get chips & 30,000+ products delivered FREE DELIVERY on all orders COD available",245
blinkit,1722763985709828_0,@rothers blinkit @ssemblev Choose from 90+ kids' Rakhi designs & get delivery at your doorstep FLAT {50 OFF on your first order z0o+ HeneneteneereHdLNnpnelm,156
blinkit,1725553438477972_0,"GLAM UP WITH OPT 70% OFF ON YOUR FAVOURITE BEAUTY PRODUCTS Delivered at your doorstep blinkit BIG Yeaut Bad M"" J9""UlY Get a chance win a FREE dyson AIRWRAP Wonh 749,900 Crder beduty Crcducls Kch249o Moretode Eiqible Cial offe",225
blinkit,1738324050637530_0,10.01 MinkinIn 10 minutes Mumbditz: Dono slic doddrturo FORGOT Saarch Ior canphonosbooks andmore adani SOMETHING? Domestic Departure Intcinatlonal AlrportRum Dal Terminjl 2 cnhelewatli Shivai Maha{i Sci Vou Drocr dcllvctcd alicr thc {ccurity Check tO Now DELIVERING AT Boridina Guie Lourau Retlauranti VChana MUMBAI T2 DOMESTIC IAUc MLIMEE BOARDING GATES Deach duy Tendy Laat mlnuto noed; EAuFy Nun-nn Wpe ENO Baby ete ceecntiai Lducd Cncs blinkit India's Last Minute App,471
blinkit,1749052186424001_0,"Unite the bhai squad? KIDS"" RAKHI STARTING AT <99 Get delivery at your doorstep blinkit India Hinuc App Away from bro? Send him _ Rakhi with Blinkit 300 Enten] [44h4 (et4d Lallelathnlebetenl",190
blinkit,1749175976235756_0,Imalaya S |N C E 9 3 Liv.52 TA 8 L ETs_,39
blinkit,1751284399357679_0,pH 5.5 DERMATOUCHe KOJIC ACID 1% E NDE SDAP Cudance KY AGTIVES #Korc ALo #Cunnenta0 etnfont tDpnaricln CoNCERI Cpnmeanren Main yed 159/2640:  DERATATOLOGICALLY TESILD cuncally provenaciives CDL,193
blinkit,1764092754608049_0,Evil Eye Rakhi blinkit India's Last Minute App for = 'good luck delivered at your doorstep DFLIVFRING 300+ Away from bro? Send him a Rakhi with Blinkit cities,158
blinkit,1770713184346252_0,Plantable Rakhi delivered at your doorstep blinkit PHO,54
blinkit,1827916196009967_0,QUEFN YQU SLAYY SFarTTKE r99 blinkit Amenselsaono ApP GET LIPSTICKS DELIVERED AT YOUR DOORSTEP,94
blinkit,1858070875169348_0,E22 etl 22 auS Rnri Icrotm,26
blinkit,1861821951869306_0,Reequil ULIRAAMATTE Diioud SUNKSCREEN Lcn  0 | duunntt ETtiea eeeu Decuu,72
blinkit,1974140193300275_0,HEardO HAIR WAX XXTRA STRONG HOLD CRYSTAL WAX 50 g,50
blinkit,2028821177775121_0,chocochips nic,14
blinkit,2036854843910923_0,No PALM A OIL WHEAT LACHHA PARATHA Auna Aoc Udaenat Laudti Camoo hust IoU Gonod FREENINHANTES Foeo5 Karoicnts ZERO MAIDA id efrigerated HEEF,140
blinkit,2043659619582225_0,,0
blinkit,2044533759553063_0,"Beyond"" Snack KERALA BANANA ChiPS In Coconut Oil Rock Salt Frienog [No? @",73
blinkit,2046806909251789_0,SHOCKING DEAL ALERTI! SHOCKIN SHOCKING DEAL ALERT! Rechargable Lithium Batteries UNDER <199 Valid till Sth July blinkit SHTEBIO AAA Batteries (2 pcs) 2599 {199 - TEEKEND 9 1 AA Batterics (2 pcs) Lithius {699 {119 48808 ' 84@ 39 2 2 )) Fdcnaa Offer valid till stock lasts Get delivery at your doorstep,300
blinkit,2049115615991840_0,blinkit India $ Last Minute App wened Axren rordobad ga3re} Get frozen snacks delivered at your doorstep {50 OFF Jotrtn prasuma Avmug Amul 71;pix In;Ie WnJuMm; McCon IGG1B Roiooies,180
blinkit,2080970006170640_0,Havmor Accala LAyeRS) J@FFLAVOURS With ENJOy SLICE CASSATA EGGLESS CAKE JCE GRIEAM WIH MADE Milk,96
blinkit,2084495745496181_0,,0
blinkit,2099114047652574_0,[ gianis Sinconddo 5,20
blinkit,2102716410675763_0,NATURAL SALT INDIA'S Wmehtot Wcgrls Matureprbthi PURO Heathy  Satt Everyday Cooklng,83
blinkit,2117064529194092_0,KEYA OREGANO SEASONING,22
blinkit,2120232285224784_0,FAE FREE Andu,13
blinkit,2128646671023365_0,co DIS morde BoRPouND Net Weighit: 400g,39
blinkit,2144099979490580_0,Moisturising Cream Cetaphil Dry to Mormal; Sensitive Skin ANQOG Hydrates fof 5 houis helps restore Ihe skin moisture bamicr SENSIMIVE SHM Met Quantidy: 250] SComven?,165
blinkit,2149753649229955_0,The best of blinkit Traditional Rakhi Get delivery at Starting at <59 your doorstep,83
blinkit,2190804625102136_0,"Unite the bhai squad? KIDS"" RAKHI STARTING AT <99 Get delivery at your doorstep blinkit India Hinuc App Away from bro? Send him _ Rakhi with Blinkit 300 Enten] [44h4 (et4d Lallelathnlebetenl",190
blinkit,2205036716955048_0,999(6 096092(6092 ( 092((0996 092k 0 akk Authentic Swarovski CRYSTALS 8AKHI Rab MaKes @ TSTATEMENT delivered at your doorstep blinkit India ; Last Hinuto Apc,157
blinkit,2214850529356788_0,~Bakeva Dozen_ HIGH PROTEIN PEANUT BUTTER FCOOKIESI ZERO PRESERVATIVES ZERO PALM OIL LOVE > @Aditi Handa CHEF & CO . FOl NDeR,125
blinkit,2241604906614263_0,Choose from 30+ designs of Lumba Rakhi Get delivery at your doorstep blinkit UInda > Hinule ApD,95
blinkit,2246752859425740_0,KAJU KATLI blinkit India '$ Last Minule App FOR RAKHI delivered at your doorstep KAJU KATLI Ler Away from homc this Rakhi? Scnd swccts with Blinkit z00+,152
blinkit,2276162592788321_0,Atphonsa Wlandu ICE CREAM tnamnuty`,35
blinkit,2407919383053302_0,sENt IT To YOVR fatends VET? MPNSTER E R TIRo#LC= 'eolaWe 6i~9 / [ #VN5I DELIVERED AT THEIR DOORSTEP MQNSTEF blinkit India s Lost Minult apr E 0,144
blinkit,2482033865613440_0,Rakhigifts blinkit Minute ACD foryour sister delivered at your doorstep FAeREAUTY GIFT BOX E8 8 Away from your sister? Send her gifts with Blinkit z00+ Wrar),157
blinkit,2494193187670700_0,1 BIkano PREMIUM SOAN 1 PAPDL CISIEL MIMH  (posmtscnoie,55
blinkit,2607402973088813_0,Evil Eye Rakhi blinkit India's Last Minute App for = 'good luck delivered at your doorstep DFLIVFRING 300+ Away from bro? Send him a Rakhi with Blinkit cities,158
blinkit,26759190097107593_0,Atphonsa Wlandu ICE CREAM tnamnuty`,35
blinkit,2694461940948333_0,blinkit Rakhi Specials FERRERO ROCHER Chocolate Gift Pack DELIVERED Yo UR o0RSTEP NRHRR) Away Trom homethis Rakhi? Send sveets with Blinkit 300+,144
blinkit,26988379477477680_0,INFINO CD CHOCO HAZELNUT MARVEL,31
blinkit,2751730045181114_0,"""So OFF 40 blinkit India' Last Minute ApP FULL DON'T PAY Fuleex FLAT 850 OFF ON Your FirST ORDER FREE DELIVERY ON FIRST 10 ORDERS 350 o8k 30,000+ products delivered at your doorstep 750 OFF",189
blinkit,27656879040648292_0,,0
blinkit,27729068203452222_0,MOTHER DMRY Diet FREE SUGAR = Kesar  Almond,43
